In-Cu/CeO2,10.1021/acsami.1c05586,"ACS Appl. Energy Mater. 2021, 4, 8311–8322",2021,200,3,3,"7,200",(W),7.6,95,,Cu
CuNi-rGO,10.1016/j.jcou.2021.101542,"J. CO2 Util. 2021, 49, 101542",2021,225,4,3,"2,500",(G),7.87,98.7,,Cu
2CuZnAl-In3,10.1016/j.jcou.2021.101609,"J. CO2 Util. 2021, 50, 101609",2021,250,3,3,"10,000",(W),6.1,52.5,,Cu
Cu-TiO2HT,10.1016/j.jcou.2021.101576,"J. CO2 Util. 2021, 50, 101576",2021,200,3,3,"4,800",(W),9.4,96,,Cu
Cu/Zn/Nb–CP,10.1021/acs.iecr.1c02803,"Ind. Eng. Chem. Res. 2021, 60, 51, 18750–18758",2021,200,3,3,"6,000",(W),5.2,70.2,0.070,Cu
CuMoxC/H-700,10.1039/D1CY00410G,"Catal. Sci. Technol., 2021,11, 4051-4059",2021,230,2,3,"3,600",(W),22.1,22.2,,Cu
 Cu/Sm2O3/a-ZrO2 (CSZ-5),10.1021/acs.jpcc.1c03444,"J. Phys. Chem. C 2021, 125, 15899–15909",2021,230,1,3,"6,000",(W),10.1,68,0.119,Cu
0.60Cu/0.15ZnO/0.05MnO/1.0KIT-6-CA,10.1016/j.mtchem.2021.100489,"Mater. Today Chem., 2021, 21, 100489",2021,180,0.1,3,"60,000",(W),23.6,93.2,3.940,Cu
Cu/ZnO–CeO2 (CZC-3),10.1039/D1NJ04951H,"New J. Chem., 2021,45, 22814-22823",2021,280,3,3,"8,000",(W),15.6,64.5,,Cu
Cu-ZnOMOF?Al2O3 (1.4:1:1.8),10.1016/j.mcat.2021.111870,"Mol. Catal. 2021, 514, 111870",2021,240,3,3,14400,(W),9.1,86.9,,Cu
Zeolite LTA @ Cu-ZnO-Al2O3-ZrO2 ,10.1002/anie.202106277,"Angew. Chem. Int. Ed., 2021, 60, 18289-18294",2021,220,3,3,"3,000",(W),27,93.2,,Cu
Cu/ZnO ,10.1002/anie.202213024,"2022, 61, e202213024",2022,170,3,3,200,(W),4.9,99.1,,Cu
CuxZnO-MOF-74–350,10.1016/j.apcata.2022.118805,"Appl.Catal. A, 2022, 643, 118805",2022,210,4,3,"16,000",(W),6.31,80,0.290,Cu
Cu-ZnO/Al2O3-MgO (CZAM),10.1016/j.jcat.2022.01.035,"J. Catal. 2022, 407, 312-321",2022,240,5,3,"15,600",(W),14.5,63,,Cu
Cu/CeW0.25Ox,10.1016/j.apcatb.2022.121098,"Appl. Catal. B 2022, 306, 121098",2022,250,3.5,3,"15,000",(W),13,87,0.394,Cu
Cu/ZnO/ZrO2,10.1016/j.fuel.2021.123035,"Fuel, 2022, 314, 123035",2022,250,3,3,3600,(W),22.5,48,0.138,Cu
Cu–ZnO/Pr2O3-NS,10.1021/acsami.1c20056,"ACS Appl. Mater. Interfaces 2022, 14, 2, 2768–2781",2022,260,3,3,"12,000",(W),13,75,0.395,Cu
Cu3/LTH,10.1016/j.jcat.2022.03.020,"J. Catal., 2022, 409, 24-32",2022,250,3,3,"3,000",(G),23,73.6,0.145,Cu
CuZn-Silicate,10.1021/acscatal.2c00726,"ACS Catal. 2022, 12, 5750–5765",2022,240,3,3,"18,000",(W),2,51,0.056,Cu
Cu/Zn/Al/Zr (50:35:15:5) (CZAZ),10.1021/acs.iecr.2c00172,"Ind. Eng. Chem. Res. 2022, 61, 29, 10446–10454",2022,250,3,3,"54,000",(W),14.2,57.2,1.376,Cu
"Cu/ZnO/Ga2O3 (compared with none, Al2O3, Cr2O3, ZrO2)",10.1016/j.mcat.2022.112512,"Mol. Catal., 2022, 528,112512",2022,200,3,3,"6,000",(W),5.2,50,,Cu
Cu/ZnOx/ZrO2,10.1016/j.jcat.2022.09.011,"J. CO2 Util., 2022, 414, 236-244",2022,260,4,3,"12,000",(G),18.7,52,0.217,Cu
CuO-ZnO-ZrO2,10.1016/j.fuel.2022.123689,"Fuel, 2022, 319, 123689",2022,280,5,3.9,"25,000",(G),21.4,33,1.235,Cu
Cu/CeO2,10.1007/s10562-022-03999-0,"Catal. Lett., 2023, 153, 477–492",2023,280,3,3,"24,000",(W),5.8,92,,Cu
CuO–ZnO@ZIF-8 (1?:?4) ,10.1039/D2NJ05832D,"New J. Chem., 2023,47, 6700-6707",2023,200,2,3,"2,400",(W),14.64,93.41,0.013,Cu
CuO/Mn0.2CeOx,10.1039/D3RE00022B,"React. Chem. Eng., 2023,8, 1383-1394",2023,260,1.5,3,"6,000",(W),14.2,82.3,0.250,Cu
10CuZrO2,10.1016/j.cej.2022.139519,"Chem. Eng. J., 2023, 452, 139519",2023,280,3,3,"12,000",(W),14,20,0.131,Cu
5%Cu-MoS2 ,10.1016/j.mcat.2023.113288,"Mol. Catal., 2023, 547, 113288",2023,220,5,4,"12,000",(W),5.39,85.95,0.250,Cu
LDOH-10Cu6Zn,10.1021/acsaem.2c03045,"ACS Appl. Energy Mater. 2023, 6, 2, 782–794",2023,260,3,3,"15,000",(W),,82.2,,Cu
Cu/ZnO/Al2O3/SiO2(0.3),10.1016/j.cattod.2023.114051,"Catal. Today, 2023, 418, 114051",2023,250,3,3,"6,000",(W),12.6,85.1,0.201,Cu
Cu@FAU,10.1093/nsr/nwad043,"Natl. Sci. Rev., 2023, 10, nwad043",2023,240,3,3,"12,000",(G),11.5,89.5,0.410,Cu
Cu/MoS2@SiO2,10.1038/s41467-023-41362-y,"Nat. Commun., 2023, 12, 5872",2023,260,5,4,"24,000",(W),,72.5,0.064,Cu
8 wt% Cu/ZnAl2O4,10.1016/j.apcatb.2022.122137,"Appl. Catal. B: Environ. 2023, 322 122137",2023,220,3,3,"9,000",(G),11.3,80,0.242,Cu
20-Cu@ZrO2-U,10.1016/j.ijhydene.2022.10.172,"Int. J. Hydrogen Energy 2023, 48, 2605-2616",2023,260,3,3,"2,400",(G),12.1,70.5,0.073,Cu
Cu/CeZrOx-M,10.1016/j.renene.2022.11.075,"Renew. Energy, 2023,  202, 834-843",2023,240,3,3,"30,000",(W),4.7,55.6,0.222,Cu
Cu0.3Ce0.3Zr0.7,10.1016/j.jechem.2022.10.034,"J. Energy Chem., 2023, 77, 45-53",2023,240,3,3,"24,000",(W),4.1,55.3,0.192,Cu
Cu/SiO2-PDVB(1.0),10.1016/j.xinn.2023.100445,"The Innovation, 2023, 4, 100445",2023,240,3,3,"6,000",(W),10.2,46.5,,Cu
4%Cu/ZnAl2O4,10.1016/j.cej.2023.144008,"Chem. Eng. J., 2023, 469, 144008",2023,220,3,3,"9,000",(G),12.3,100,0.317,Cu
Cu/CeO2-SG,10.1002/cctc.202201053,"Appl. Catal. B, 2023, 339, 123099",2023,240,3,3,"2,400",(W),6.4,89,0.049,Cu
Cu/ZnO/Al2O3(S1-S2-CZA-4),10.1016/j.apcatb.2023.123099,"Appl. Catal. B, 2023, 339, 123099",2023,210,4.3,5,"2,000",(W),8.1,82.5,0.040,Cu
Cu–ZnO–ZrO2/UGSO (CZ9Zr/UGSO-H ),10.1039/D2CY01317G,"Catal. Sci. Technol., 2023,13, 81-99",2023,240,2,3,"5,000",(W),7,26.1,,Cu
MSS–Si–2.2Cu–6.7Zn,10.1039/D2TA08830D,"J. Mater. Chem. A, 2023,11, 2698-2710",2023,240,3,3,"15,000",(W),,45,,Cu
Cu/ZnO/Al2O3 ,10.1039/D2NJ05903G,"New J. Chem., 2023,47, 5885-5893",2023,230,3,3,"10,000",(W),20.4,54.8,,Cu
Cu-ZnO-ZrO2/MSS,10.1021/acsestengg.2c00371,"ACS EST Engg. 2023, 3, 638–650",2023,280,3,3,"18,000",(W),8.85,32.24,,Cu
Cu/ZnO/Al2O3/MgO(P-CZAM-R),10.1016/j.jallcom.2023.171577,"J. Alloys Comp., 2023, 966, 171577",2023,190,3,3,"10,000",(W),10,80,,Cu
Cu–Zn(5)/SiO2,10.1021/jacsau.3c00319,"JACS Au 2023, 3, 9, 2536–2549",2023,230,2.5,3,1000,(W),,83,,Cu
CuFe/CNP1 (Carbon-Phosphorus-Nitrogen Composites: CNP),10.1021/acsaem.2c03410,"ACS Appl. Energy Mater. 2023, 6, 1, 439–446",2023,250,2,3,"36,000",(W),35.8,20,0.315,Cu
2CuGaZrOx,10.1021/acscatal.3c03431,"ACS Catal. 2023, 13, 13679–13690",2023,300,3,3,"6,000",(W),8.3,87,,Cu
MCM-48@Cu2ZnAl LDH,10.1039/D3SC02205F,"Chem. Sci., 2023,14, 9814-9819",2023,270,4.5,3,"18,000",(W),21,57,0.700,Cu
Cu/ZnO/AlMg-oxide,10.1002/cctc.202300428,"ChemCatChem, 2023, 15, e202300428",2023,260,5,3,"60,000",(G),10.4,82,~1.8,Cu
Cu/SiO2-PDVB,10.1016/j.xinn.2023.100445,"The Innovation, 2023, 4, 100445",2023,240,3,3,"24,000",(W),6.2,72,2.099,Cu
Cu/ZrO2-18h,10.1021/acsaem.3c01373,"ACS Appl. Energy Mater. 2023, 6, 18, 9417–9426",2023,280,3,3,"6,000",(W),22.1,33,0.394,Cu
90 molCu% Cu/ZrO2,10.1016/j.cej.2023.144006,"Chem. Eng. J., 2023, 470, 144006",2023,220,3,3,"48,000",(W),4,75,0.518,Cu
Cu–Ce0.5Zr0·5O2,10.1016/j.renene.2024.119951,"Renew. Energy, 2024, 222, 119951",2024,240,3,3,"20,000",(W),6.5,64.8,0.271,Cu
Cu/13X (CX-220),10.1016/j.jece.2023.111856,"J. Environ. Chem. Eng., 2024, 12, 111856",2024,260,3,3,"2,400",(W),8.91,96.67,,Cu
Cu/ZnO/C–P 94: 6,10.1016/j.ijhydene.2024.01.162,"Int. J. Hydrogen Energy, 2024, 58, 128-136",2024,280,3,3,"16,000",(W),14,69,0.660,Cu
Cu/10c-ZnO/CeO2,10.1039/D3CY01221B,"	Catal. Sci. Technol., 2024,14, 261-266",2024,250,3,3,"3,600",(W),8.1,79.9,0.083,Cu
Cu-ZnO(-Al2O3)@Si (CZA@Si),10.1021/acssuschemeng.3c08330,"ACS Sustainable Chem. Eng. 2024, 12, 10, 4245–4254",2024,240,5,3,"2,500",(W),11,65.4,0.059,Cu
Cu/42Zr-SiO2 ,10.1002/anie.202312292,"Angew. Chem. Int. Ed. 2024, 63, e202312292",2024,210,3,3,"4,000",(G),,86.1,0.042,Cu
Li–Cu/MoOx,10.1039/D3CY01204B,"Catal. Sci. Technol., 2024,14, 368-378",2024,260,5,3,"3,000",(G),13.4,88.8,,Cu
Cu/BaTiO2.8H0.2,10.1002/anie.202313389,"Angew. Chem. Int. Ed. 2024, 63, e202313389",2024,250,3,3,"6,000",(W),2.2,68,,Cu
5% Cu/SAPO-56,10.1016/j.fuel.2023.130663,"Fuel, 2024, 361, 130663",2024,280,3,3,"7,500",(W),16.4,80.9,,Cu
Cu/Al-ZnO-1/16,10.1016/j.cej.2023.148195,"Chem. Eng. J., 2024, 480, 148195",2024,250,3,3,"24,000",(W),7,54,0.325,Cu
3Cu-ZnOx/13X,https://doi.org/10.1016/j.micromeso.2023.112937,"Microporous Mesoporous Mater., 2024, 366, 112937",2024,260,3,3,"2,400",(W),9.7,97.6,,Cu
ZrZnOx/Cu,10.1016/j.apcatb.2023.123656,"Appl. Catal. B, 2024, 344, 123656",2024,220,3,3,"48,000",(W),8.4,70,0.990,Cu
,,,,,,,,,,,,
Pd/In2O3/SBA-15,10.1016/j.jcou.2019.10.013,"J. CO 2 Util. 2020, 36, 33-39",2020,260,5,3,"15,000",(W),12.6,83.9,0.352,Em
Pd/ZnO-3.93Al,10.1016/j.apcatb.2019.118367,"Appl. Catal. B 2020, 263, 118367",2020,250,3,3,6000,(W),14.2,41,,Em
h-In2O3/Pd,10.1021/acscatal.0c03372,"ACS Catal. 2020, 10, 13275?13289",2020,295,3,3,"19,200",(W),10.5,72.4,,Em
Ni/In2O3,0.1016/j.jechem.2020.03.083,"J. Energy Chem. 2020, 50, 409-415",2020,300,5,4,"21,000",(W),18.4,54,0.550,Em
Au?+–In2O3–x ,10.1021/acscatal.0c02120,"ACS Catal. 2020, 10, 11307–11317",2020,300,5,4,"21,000",(W),12,67.8,0.470,Em
Rh/In2O3,10.1039/D0CY01789B,"Catal. Sci. Technol., 2020, 10, 8196–8202",2020,270,5,4,"30,000",(W),10,71,0.520,Em
Pd/ZnO,10.1039/D1CY00606A,"Catal. Sci. Technol., 2021,11, 4398-4405",2021,250,4.5,3,"15,000",(W),2.1,74,,Em
0.58 wt.% Pt/In 2O3,10.1016/j.jcat.2020.06.018,"J. Catal. 2021, 394, 236-244",2021,300,2,3,"24,000",(W),6.3,55.8,,Em
Ru/In2O3,10.1016/j.jcou.2021.101720,"J. CO 2 Util. 2021, 53, 101720",2021,300,5,3,"21,000",(W),14.3,67.6,0.570,Em
10%Ir/In2O3,10.1021/acscatal.0c05628,"ACS Catal. 2021, 11, 4036–4046",2021,300,5,4,"21,000",(W),17.7,70,0.765,Em
Rh/In2O3,10.1016/j.cattod.2020.05.020,"Catal. Today 2021, 365, 341-347",2021,300,5,4,"21,000",(W),17.1,56.1,0.545,Em
La0.9Sr0.1CuO,10.1016/j.jcou.2021.101498,"J. CO2 Util. 2021, 47, 101498",2021,300,3,3,"15,000",(W),8.59,49,,Em
0.2La/CuSi-NT,10.1016/j.jcou.2021.101699,"J. CO2 Util. 2021, 52, 101699",2021,240,3,3,"12,000",(W),12,80,0.428,Em
bio-In2O3-15/Pd,10.1016/j.mcat.2021.111945,"Mol. Catal., 2021, 516, 111945",2021,295,3,3,"11,294",(W),8.2,74.7,,Em
Ag/In2O3,10.1016/j.gee.2021.05.004,"Green Energy  Environ. 2022, 7, 807-817",2022,300,5,4,"21,000",(W),13.6,58.2,0.453,Em
Re/In2O3,10.1021/acscatal.2c03709,"ACS Catal. 2022, 12, 12658–12669",2022,300,5,4,"21,000",(W),13.3,72.1,0.540,Em
Pd-Cu/ZrO2,10.1016/j.colsurfa.2022.128535,"Colloids Surf., A, 2022, 641, 128535",2022,240,3,3,"6,000",(W),1.72,58.3,0.016,Em
0.8%Pd-ZnZrOx,10.1016/j.apcatb.2021.120994,"Appl. Catal. B 2022, 304, 120994",2022,320,5,4,"24,000",(W),16.7,58,,Em
Pd-In2O3-ZrO2,10.1021/acscatal.2c03709,"Nat. Commun. 2022, 13: 5610",2022,280,5,4,"48,000",(W),12.5,87,1.300,Em
Pd/In2O3/Mix-ZrO2,10.1016/j.apsusc.2022.154420,"Appl. Surf. Sci. 2022, 603, 154420",2022,300,5,3,"27,000",(W),12,61,0.543,Em
PdZn/Ce0.3Zr0.7O2 (CZ),10.1016/j.fuel.2022.123471,"Fuel 2022, 317,123471",2022,250,5,3,"3,600",(W),25.7,31,,Em
Pd2.0/CeZrZnOx (CZZ) ,10.1016/j.jcat.2022.07.029,"J. Catal., 2022, 413, 751-761",2022,270,6,3,3600,(W),29.1,43.8,0.164,Em
1.5Pt/C-In2O3-S,10.1016/j.colsurfa.2022.129782,"Colloids Surf., A, 2022, 651, 129782",2022,300,5,3,"21,000",(W),11.7,74.8,0.630,Em
 h-PdMo/Mo2N ,10.1021/jacs.2c13801,"J. Am. Chem. Soc. 2023, 145, 9410–9416",2023,25,0.9,3,"30,000",(W),0.004,100,0.001,Em
PdZn/TiO2,10.1016/j.apcatb.2022.122064,"Appl. Catal. B 2023, 321, 122064",2023,250,3,3,"12,000",(W),2.55,58.2,,Em
Pd1In5,10.1021/acscatal.3c01861,"ACS Catal. 2023, 13, 9987-9996",2023,260,3,3,"9,000",(G),0.5,93,,Em
1Pd-5In2O3/m-ZrO2,10.1002/anie.202306563,"Angew. Chem. Int. Ed. 2023, 62, e202306563",2023,280,5,4,"24,000",(W),13.5,72,,Em
2 wt% Pd/In2O3,10.1007/s10562-022-04030-2,"Catal. Lett., 2023, 153, 903–910, (2023)",2023,280,3,3,"21,000",(W),7,70,0.332,Em
PdZn/CTD CTD=mesoporous silica nanospheres),10.1016/j.cej.2023.146596,"Chem. Eng. J., 2023, 476, 146596",2023,270,6,3,"3,600",(W),33.6,32.9,0.142,Em
CuPd0.1/?-Al2O3 ,10.1021/acssuschemeng.3c00600,"ACS Sustainable Chem. Eng. 2023, 11, 7489–7499",2023,250,4,3,"72,000",(W),,45,0.189,Em
Pd-modified CuO-ZnO-Al2O3 (0.9Pd/CZA-zH),10.1016/j.crcon.2023.05.003,"Carbon Resour. Convers., 2024, 7,100184",2024,180,2.8,3,"2,880",(W),9,,0.080,Em
Au0.005Cu/ZnO,10.1016/j.apcatb.2022.122233,"Appl. Catal. B 2023, 324, 20230505",2023,250,3,3,"24,000",(W),6.5,57,0.314,Em
3%Re/In2O3,10.1016/j.jcat.2022.12.026,"J. Catal., 2023, 417,  462-472",2023,300,5,3,"24,000",(W),11.5,80,0.758,Em
3 wt % Re/TiO2 ,10.1021/acscatal.3c01599,"ACS Catal. 2023, 13, 16, 10734–10750",2023,150,33.1,3,"2,000",(G),6,76,,Em
Ru/In2O3-ZrO2,10.1016/j.ces.2023.119246,"Chem. Eng. Sci. 2023, 282, 119246",2023,300,5,4,"21,000",(W),15.7,76.7,0.685,Em
15%-Cu/Nb2O5,10.1016/j.cej.2023.144289,"Chem. Eng. J., 2023, 470, 144289",2023,250,3,3,"30,000",(W),0.2,92.3,0.121,Em
Er0.2CuZnO,10.1021/acscatal.3c04608,"ACS Catal. 2024, 14, 3, 1324–1335",2024,170,5,3,"1,800",(W),8.5,89.8,0.045,Em
Ir0.16-In2O3 ,10.1016/j.jes.2023.01.018,"J. Environ. Sci., 2024, 140, 2-11",2024,300,4,3,"12,000",(G),8,45,0.146,Em
,,,,,,,,,,,,
In2O3/Co/C-N,10.1021/acs.iecr.0c02639,"Ind. Eng. Chem. Res. 2020, 59, 19162–19167",2020,300,2,3,"3,000",(W),9.4,88.4,,Cm
In2O3@Co3O4,10.1021/acscatal.0c00449,"ACS Catal. 2020, 10, 5064–5076",2020,300,5,4,"17,200",(G),19.9,70,0.600,Cm
In2O3/m-ZrO2,10.1021/acscatal.0c01968,"ACS Catal. 2020, 10, 10060–10067",2020,300,2.5,3,"45,000",(W),,40,1.190,Cm
In2O3/5Li-ZrO2,10.1021/jacs.0c07195,"J. Am. Chem. Soc. 2020, 142, 19523–19531",2020,280,3,3,"12,000",(G),12.1,84.6,,Cm
 h–In2O3 ,10.1126/sciadv.aaz206,"Sci. Adv. 2020, 6, eaaz2060",2020,300,5,6,9000?,(W),17,92.4,,Cm
In2O3,10.1016/j.cej.2021.129120,"Chem. Eng. J. 2021, 416, 129120",2021,300,4,6,9000,(W),10.34,67.99,,Cm
20% ZnO-ZrO2,j.jcat.2021.02.024,"J. Catal. 2021, 396, 242-250",2021,320,5.5,3,"24,000",(W),10,81.9,0.708,Cm
InNi3C0.5/ZrO2,10.1126/sciadv.abi6012,"Sci. Adv., 2021, 7, eabi6012",2021,325,6,10,"36,000",(W),25.7,90.2,,Cm
NiO(6)?In2O3,10.1021/acscatal.1c03170,"ACS Catal. 2021, 11, 18, 11371–11384",2021,250,3,3,12000,(W),2.8,47,,Cm
GaZnZrOx,10.1016/j.jcat.2021.09.030,"J. Catal. 2021, 404, 383-392",2021,320,5,3,"24,000",(W),8.8,87.5,0.630,Cm
MoS2,10.6084/m9.figshare.13498254.v1,"Nat. Catal. 2021, 4, 242–250",2021,180,5,3,"36, 000 ",(W),12.5,94.3,,Cm
Co@Si 0.95,10.1038/s41467-020-14817-9,"Nat. Commun. 2020, 11:1033",2020,320,2,3,"6,000",(W),8.6,70.5,0.096,Cm
Ni2FeGa/SiO2,10.1002/cctc.202000174,"ChemCatChem, 12, 2020, 3265-3273",2020,179,0.12,3,"8,000",(G),,93,6.728,Cm
ZnO/Zr12-bpdc,10.1021/acsaem.1c02175,"ACS Appl. Energy Mater. 2021, 4, 12, 13567–13574",2021,250,4,3,"4,800",(W),7.5,95,,Cm
m-ZrO2:In (redox),10.1016/j.cattod.2021.04.010,"Catal. Today 2022, 387, 38-46",2022,300,2.5,3,"48,000",(W),,48,2.200,Cm
InNi3C0.5/Fe3O4,10.1016/j.apcatb.2022.121699,"Appl. Catal. B, 2022, 316, 121699",2022,325,6,3,"115,500",(W),18.5,92,2.600,Cm
In–Co–Zn/C–N-4 (PM) ,10.1039/D1CY01663F,"Catal. Sci. Technol., 2022,12, 300-309",2022,300,2,3,"6,000",(W),7,77,0.106,Cm
S/ZnCr (SC6),10.1016/j.scitotenv.2022.156032,"Sci. Total Environ., 2022, 838, ",2022,250,3,2,"9,600",(G),8.6,73.3,,Cm
Co3O4-In2O3(CoIn-BP-1),10.1016/j.jcou.2022.102209,"J. CO2 Util., 2022, 65, 102209",2022,300,4,3,"24,000",(W),9.8,52.5,0.429,Cm
h-MoS2/ZnS,10.1021/acscatal.2c02838,"ACS Catal. 2022, 12, 9872–9886",2022,260,5,,"15,000",(W),9,67.3,0.930,Cm
Mo-Co(2:1)-C-N(800),10.1016/j.fuel.2022.124854,"Fuel, 2022, 325, 124854",2022,275,2,3,"6,000",(W),9.2,58.4,0.106,Cm
CoInLDH-350H2,10.1016/j.cej.2022.139144,"Chem. Eng. J., 2023, 452, 139144",2023,300,3,3,"7,500",(W),13.8,83.7,,Cm
In2O3@ZrO2,10.1002/smll.202204914,"Small 2023, 19, 2204914",2023,290,3,3,"12,000",(W),10.4,84.6,0.290,Cm
N–In2O3,10.1021/acscatal.2c06299,"ACS Catal. 2023, 13, 9, 6154–6168",2023,300,5,4,"21,000",(W),5.1,75.1,,Cm
In2O3 (MIL-68(In)-derived ),10.1016/j.fuel.2022.126811,"Fuel, 2023, 334, 126811",2023,380,3,3,"33,000",(W),14.1,65,1.070,Cm
ZnO-In2O3-II,10.1016/j.jcis.2023.01.008,"J. Colloid  Interface Sci., 2023, 636, 141-152",2023,350,3,3,"33,000",(W),12.2,68,0.980,Cm
In40Zr60,10.1016/j.cattod.2023.01.030,"Catal. Today, 2023, 423, 114023",2023,300,2.5,3,"20,000",(W),18.5,28.3,0.168,Cm
95In2O3-5Al2O3 ,10.1021/acscatal.3c04620,"ACS Catal. 2023, 13, 24, 15730–15745",2023,260,3,3,"30,000",(W),1.7,51,0.074,Cm
In4-Zr6  mixed oxides,10.1016/j.mcat.2023.112977,"Mol. Catal., 2023, 538, 112977",2023,300,3,3,"12,000",(G),8.83,77.34,0.269,Cm
In15/m-ZrO2-DTPA,10.1039/D3CC04260J,"	Chem. Commun., 2023,59, 12747-12750",2023,260,5,4,"48,000",(W),2.9,91.3,0.341,Cm
5.0% Zn-CdZrOx,10.1016/j.fuel.2023.128376,"Fuel, 2023, 346, 128376",2023,320,5,4,"24,000",(G),8.52,80.82,0.375,Cm
ZnO/ZrO2-F,10.1016/j.mcat.2023.113280,"Mol. Catal., 2023, 547, 113280",2023,320,3,4,"24,000",(W),4.7,80,0.324,Cm
Co3InC0.75-In2O3-1 ,/10.1016/j.apcata.2023.119374,"Appl. Catal. A, 2023,  665, 119374",2023,300,5,3,"24,000",(W),15.8,49.5,0.620,Cm
Ni/In2O3,10.1007/s11426-023-1929-1,Sci. China Chem,2024,300,5,3,"24,000",(W),6.9,68.7,0.390,Cm
Mn(0.3)-MoS2,10.1039/D3CY01711G,"Catal. Sci. Technol., 2024,14, 1138-1147",2024,180,2,3,300,(W),2.8,64,,Cm
CPcryo-ZnZrOx,10.1021/acscatal.3c06327,"ACS Catal. 2024, 14, 5, 3074–3089",2024,320,5,3,24000,(W),2.8,83.3,0.193,Cm
Co-In-ZrO2,10.1021/jacsau.3c00789,JACS Au 2024,2024,300,3,4,"30,000",(W),2.7,65,0.081,Cm
In2O3?ZrO2-carb,10.1021/acs.energyfuels.3c04721,"Energy Fuels 2024, 38, 5407?5420",2024,300,4,3,"12,000",(W),9.5,37,0.096,Cm
NiO-In2O3/ZrO2 (WI),10.1002/cctc.202301125,"ChemCatChem, 2024, 15, e202301125",2024,300,7.5,3,"8,600",(G),5.7,50,0.497,Cm
 ZnZrOx (ZZ-320),10.1039/D3CY01471A,"Catal. Sci. Technol., 2024,14, 419-430",2024,325,5,3,"24,000",(W),5.2,72.2,0.273,Cm
25% Zr-ZnO,10.1021/acscatal.3c05524,"ACS Catal. 2024, 14, 508?521",2024,300,4,4,"9,000",(W),,75,0.120,Cm
"NiGa/Zr5Ce5	",10.1016/j.apcata.2023.119485,"Appl. Catal. A, 2024, 669, 119485",2024,260,4,3.3,"3,600",(W),4,48,,Cm
Ni65Ga35/SiO2,10.1021/jacsau.3c00677,"JACS Au 2024, 4, 1, 237–252",2024,230,2.5,3,"60,000",(W),,54,0.040,Cm
CoAlLDH-P2-R,10.1016/j.apcatb.2023.123257,"Appl. Catal. B, 2024, 340, 123257",2024,300,3,3,"20,000",(W),15.4,62.5,0.554,Cm

